Schulform;FSP;BG;Fach;Bezeichnung;KZ_Bereich;Flag;Sortierung;Sortierung2;geaendert
"BK";null;null;"PW";"Personalwirtschaft und Soziologie/Politik";null;"1";16;0;
"BK";null;null;"QM";"Unterricht in der Herkunftssprache - Farsi";0;"1";17;0;
"BK";null;null;"R";"Russisch";-1;"1";18;0;
"BK";null;null;"RE";"Rechnungswesen";-1;"1";18;0;
"BK";null;null;"RW";"Recht und Verwaltung";-1;"1";18;0;
"BK";null;null;"S";"Spanisch";-1;"1";19;0;
"BK";null;null;"SG";"sonderpädag. Förderung für Schüler/-innen mit sonderpädag. Förderbedarf";0;"1";19;0;
"BK";null;null;"SI";"Spiel";-1;"1";19;0;
"BK";null;null;"SL";"Soziologie";-1;"1";19;0;
"BK";null;null;"SP";"Sport";-1;"1";19;0;
"BK";null;null;"SR";"Sonstige Sprachen";-1;"1";19;0;
"BK";null;null;"SW";"Sozialwissenschaften";0;"1";19;0;
"BK";null;null;"T";"Türkisch";0;"1";20;0;
"BK";null;null;"TG";"Technische Grundbildung";-1;"1";20;0;
"BK";null;null;"TV";"Textverarbeitung";-1;"1";20;0;
"BK";null;null;"TZ";"Technisches Zeichnen / Fachzeichnen";-1;"1";20;0;
"BK";null;null;"UM";"Unterricht in der Herkunftssprache - Rumänisch";0;"1";21;0;
"BK";null;null;"VE";"Verwaltungskunde";0;"1";22;0;
"BK";null;null;"VK";"Verkaufskunde";0;"1";22;0;
"BK";null;null;"VM";"Unterricht in der Herkunftssprache - Bulgarisch";0;"1";22;0;
"BK";null;null;"VP";"Volkswirtschaftslehre/Politik";null;"1";22;0;
"BK";null;null;"VT";"Verfahrenstechnik";-1;"1";22;0;
"BK";null;null;"VW";"Volkswirtschaftslehre";-1;"1";22;0;
"BK";null;null;"WG";"Wirtschaftsgeographie";-1;"1";23;0;
"BK";null;null;"WI";"Wirtschaftsinformatik/Organisationslehre";null;"1";23;0;
"BK";null;null;"WW";"Wirtschaftslehre";-1;"1";23;0;
"BK";null;null;"YM";"Unterricht in der Herkunftssprache - Koreanisch";0;"1";25;0;
"BK";null;null;"YR";"Syrisch-orthodoxe Religionslehre";0;"1";25;0;
"BK";null;null;"Z";"Neugriechisch";0;"1";26;0;
"BK";null;null;"ZM";"Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza)";0;"1";26;0;
"BK";null;null;"ZW";"Zeichnen / Werken";-1;"1";26;0;
"FW";null;null;"E";"Englisch";0;"1";5;1;
"FW";null;null;"F";"Französisch";0;"1";6;1;
"FW";null;null;"G";"Altgriechisch";0;"1";7;1;
"FW";null;null;"I";"Italienisch";0;"1";9;1;
"FW";null;null;"L";"Latein";0;"1";12;1;
"FW";null;null;"R";"Russisch";0;"1";18;1;
"FW";null;null;"SR";"Sonstige Fremdsprachen";0;"1";19;1;
"FW";null;null;"XX";"Sonstige Fächer ohne Fremdsprachen (kein Import nach ASDPC)";0;"3";24;1;
"G";null;null;"AM";"Unterricht in der Herkunftssprache - Arabisch";null;"1";1;1;
"G";null;null;"AR";"Alevitische Religionslehre nach den Grundsätzen des AABF";0;"1";1;2;
"G";null;null;"BM";"Unterricht in der Herkunftssprache - Bosnisch";null;"1";2;1;
"G";null;null;"CM";"Unterricht in der Herkunftssprache - Kroatisch";null;"1";3;1;
"G";null;null;"D";"Deutsch";0;"1";4;1;
"G";null;null;"E";"Englisch";0;"1";5;1;
"G";null;null;"EM";"Unterricht in der Herkunftssprache - Serbisch";null;"1";5;2;
"G";null;null;"EN";"Evangelische Religionslehre (konfessionell kooperativ)";0;"1";5;4;
"G";null;null;"ER";"Evangelische Religionslehre";null;"1";5;3;
"G";null;null;"FU";"Förderunterricht";null;"1";6;1;
"G";null;null;"GM";"Unterricht in der Herkunftssprache - Neugriechisch";null;"1";7;1;
"G";null;null;"HR";"Jüdische Religionslehre";0;"1";8;1;
"G";null;null;"HU";"Hausunterricht";null;"1";8;2;
"G";null;null;"IL";"Islamische Religionslehre";0;"1";9;3;
"G";null;null;"IM";"Unterricht in der Herkunftssprache - Italienisch";null;"1";9;1;
"G";null;null;"KN";"Katholische Religionslehre (konfessionell kooperativ)";0;"1";11;2;
"G";null;null;"KR";"Katholische Religionslehre";null;"1";11;1;
"G";null;null;"KU";"Kunst";null;"1";11;3;
"G";null;null;"LM";"Unterricht in der Herkunftssprache - Albanisch";null;"1";12;1;
"G";null;null;"M";"Mathematik";null;"1";13;1;
"G";null;null;"MB";"Religionsunterricht der mennonitischen Brüdergemeinden in NRW als Schulversuch";0;"1";13;3;
"G";null;null;"MM";"Unterricht in der Herkunftssprache - Mazedonisch";null;"1";13;2;
"G";null;null;"MU";"Musik";null;"1";13;4;
"G";null;null;"NM";"Unterricht in der Herkunftssprache - Niederländisch";0;"1";14;1;
"G";null;null;"OM";"Unterricht in der Herkunftssprache - Portugiesisch";null;"1";15;1;
"G";null;null;"OR";"Orthodoxe Religionslehre";null;"1";15;2;
"G";null;null;"PM";"Unterricht in der Herkunftssprache - Polnisch";null;"1";16;1;
"G";null;null;"QM";"Unterricht in der Herkunftssprache - Farsi";0;"1";17;1;
"G";null;null;"RM";"Unterricht in der Herkunftssprache - Russisch";null;"1";18;1;
"G";null;null;"S3";"Sport für Jungen";null;"1";19;4;
"G";null;null;"S4";"Sport für Mädchen";null;"1";19;5;
"G";null;null;"SG";"sonderpädag. Förderung für Schüler/-innen mit sonderpädag. Förderbedarf";0;"1";19;1;
"G";null;null;"SM";"Unterricht in der Herkunftssprache - Spanisch";null;"1";19;2;
"G";null;null;"SP";"Sport";0;"1";19;3;
"G";null;null;"SU";"Sachunterricht";null;"1";19;6;
"G";null;null;"TM";"Unterricht in der Herkunftssprache - Türkisch";null;"1";20;1;
"G";null;null;"UM";"Unterricht in der Herkunftssprache - Rumänisch";0;"1";21;1;
"G";null;null;"UU";"fächerübergreifender Unterricht (Sprache/Sachunt./Mathematik/Förderunt.)";null;"1";21;2;
"G";null;null;"VF";"Fächer im genehmigten Schulversuch und sonstige Fächer";null;"1";22;1;
"G";null;null;"VM";"Unterricht in der Herkunftssprache - Bulgarisch";0;"1";22;2;
"G";null;null;"XM";"Unterricht in der Herkunftssprache - sonstige Sprache";null;"1";24;1;
"G";null;null;"YM";"Unterricht in der Herkunftssprache - Koreanisch";0;"1";25;1;
"G";null;null;"YR";"orthodoxe Religionslehre (Syrisch)";0;"1";25;2;
"G";null;null;"ZF";"Zusätzliche Förderung";0;"1";26;1;
"G";null;null;"ZM";"Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza)";0;"1";26;2;
"G";null;null;null;"Kein Eintrag";0;"2";0;0;
"GE";null;null;"A";"Arabisch";0;"1";1;1;
"GE";null;null;"AH";"Arbeitslehre - Schwerpunkt Hauswirtschaft (nur Regelunterricht)";0;"1";1;2;
"GE";null;null;"AL";"Arbeitslehre - Integration Hauswirtschaft, Technik, Wirtschaftslehre";0;"1";1;1;
"GE";null;null;"AM";"Unterricht in der Herkunftssprache - Arabisch";null;"1";1;7;
"GE";null;null;"AR";"Alevitische Religionslehre nach den Grundsätzen des AABF";0;"1";1;8;
"GE";null;null;"AT";"Arbeitslehre - Schwerpunkt Technik (nur Regelunterricht)";0;"1";1;3;
"GE";null;null;"AW";"Arbeitslehre - Schwerpunkt Wirtschaft (nur Regelunterricht)";0;"1";1;4;
"GE";null;null;"AX";"Arbeitslehre - Technik/Wirtschaft (nur Wahlpflichtunterricht)";0;"1";1;5;
"GE";null;null;"AY";"Arbeitslehre - Hauswirtschaft/Wirtschaft (nur Wahlpflichtunterricht)";0;"1";1;6;
"GE";null;null;"BH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bosnisch";null;"1";2;1;
"GE";null;null;"BI";"Biologie";null;"1";2;2;
"GE";null;null;"BM";"Unterricht in der Herkunftssprache - Bosnisch";null;"1";2;3;
"GE";null;null;"BV";"Berufsvorbereitung";0;"1";2;4;
"GE";null;null;"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";0;"1";3;4;
"GE";null;null;"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";0;"1";3;1;
"GE";null;null;"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";0;"1";3;2;
"GE";null;null;"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";0;"1";3;3;
"GE";null;null;"CH";"Chemie";null;"1";3;6;
"GE";null;null;"CM";"Unterricht in der Herkunftssprache - Kroatisch";null;"1";3;7;
"GE";null;null;"CQ";"Chinesisch, außerhalb des regulären Fachunterrichts";0;"1";3;5;
"GE";null;null;"D";"Deutsch";null;"1";4;1;
"GE";null;null;"DH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Rumänisch";0;"1";4;2;
"GE";null;null;"DS";"Darstellen und Gestalten";null;"1";4;3;
"GE";null;null;"E";"Englisch";0;"1";5;1;
"GE";null;null;"EH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Serbisch";null;"1";5;2;
"GE";null;null;"EK";"Erdkunde/Geographie";null;"1";5;3;
"GE";null;null;"EL";"Ernährungslehre";0;"1";5;4;
"GE";null;null;"EM";"Unterricht in der Herkunftssprache - Serbisch";null;"1";5;5;
"GE";null;null;"EN";"Evangelische Religionslehre (konfessionell kooperativ)";0;"1";5;7;
"GE";null;null;"ER";"Evangelische Religionslehre";null;"1";5;6;
"GE";null;null;"F0";"Französisch, regulärer Beginn in der Einführungsphase";0;"1";6;4;
"GE";null;null;"F5";"Französisch, regulärer Beginn in Jahrgang 5";null;"1";6;1;
"GE";null;null;"F6";"Französisch, regulärer Beginn in Jahrgang 6";0;"1";6;2;
"GE";null;null;"F8";"Französisch, regulärer Beginn in Jahrgang 8";null;"1";6;3;
"GE";null;null;"FQ";"Französisch, außerhalb des regulären Fachunterrichts";0;"1";6;5;
"GE";null;null;"G0";"Altgriechisch, regulärer Beginn in der Einführungsphase";0;"1";7;4;
"GE";null;null;"G5";"Altgriechisch, regulärer Beginn in Jahrgang 5";null;"1";7;1;
"GE";null;null;"G6";"Altgriechisch, regulärer Beginn in Jahrgang 6";0;"1";7;2;
"GE";null;null;"G8";"Altgriechisch, regulärer Beginn in Jahrgang 8";null;"1";7;3;
"GE";null;null;"GE";"Geschichte";null;"1";7;6;
"GE";null;null;"GH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch";null;"1";7;7;
"GE";null;null;"GL";"Gesellschaftslehre (Integration: Erdkunde, Geschichte, Politik)";null;"1";7;8;
"GE";null;null;"GM";"Unterricht in der Herkunftssprache - Neugriechisch";null;"1";7;9;
"GE";null;null;"GQ";"Altgriechisch, außerhalb des regulären Fachunterrichts";0;"1";7;5;
"GE";null;null;"H0";"Hebräisch, regulärer Beginn in der Einführungsphase";0;"1";8;0;
"GE";null;null;"H5";"Hebräisch, regulärer Beginn in Jahrgang 5";null;"1";8;4;
"GE";null;null;"H6";"Hebräisch, regulärer Beginn in Jahrgang 6";0;"1";8;2;
"GE";null;null;"H8";"Hebräisch, regulärer Beginn in Jahrgang 8";null;"1";8;3;
"GE";null;null;"HH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch";null;"1";8;6;
"GE";null;null;"HQ";"Hebräisch, außerhalb des regulären Fachunterrichts";0;"1";8;5;
"GE";null;null;"HR";"Jüdische Religionslehre";null;"1";8;7;
"GE";null;null;"HU";"Hausunterricht";null;"1";8;8;
"GE";null;null;"I0";"Italienisch, regulärer Beginn in der Einführungsphase";0;"1";9;4;
"GE";null;null;"I5";"Italienisch, regulärer Beginn in Jahrgang 5";null;"1";9;1;
"GE";null;null;"I6";"Italienisch, regulärer Beginn in Jahrgang 6";0;"1";9;2;
"GE";null;null;"I8";"Italienisch, regulärer Beginn in Jahrgang 8";null;"1";9;3;
"GE";null;null;"IE";"Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote)";0;"1";9;6;
"GE";null;null;"IF";"Informatik";null;"1";9;8;
"GE";null;null;"IH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch";null;"1";9;9;
"GE";null;null;"IK";"Individuelles Lernen (dem Kernstundenkontingent entnommen)";0;"1";9;7;
"GE";null;null;"IL";"Islamische Religionslehre";0;"1";9;12;
"GE";null;null;"IM";"Unterricht in der Herkunftssprache - Italienisch";null;"1";9;10;
"GE";null;null;"IN";"Instrumentalpraktischer Grundkurs";0;"1";9;13;
"GE";null;null;"IQ";"Italienisch, außerhalb des regulären Fachunterrichts";0;"1";9;5;
"GE";null;null;"JH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch";0;"1";10;1;
"GE";null;null;"K0";"Japanisch, regulärer Beginn in der Einführungsphase";0;"1";11;4;
"GE";null;null;"K5";"Japanisch, regulärer Beginn in Jahrgang 5";0;"1";11;1;
"GE";null;null;"K6";"Japanisch, regulärer Beginn in Jahrgang 6";0;"1";11;2;
"GE";null;null;"K8";"Japanisch, regulärer Beginn in Jahrgang 8";0;"1";11;3;
"GE";null;null;"KN";"Katholische Religionslehre (konfessionell kooperativ)";0;"1";11;7;
"GE";null;null;"KQ";"Japanisch, außerhalb des regulären Fachunterrichts";0;"1";11;5;
"GE";null;null;"KR";"Katholische Religionslehre";null;"1";11;6;
"GE";null;null;"KU";"Kunst";null;"1";11;8;
"GE";null;null;"L0";"Lateinisch, regulärer Beginn in der Einführungsphase";0;"1";12;4;
"GE";null;null;"L5";"Lateinisch, regulärer Beginn in Jahrgang 5";null;"1";12;1;
"GE";null;null;"L6";"Lateinisch, regulärer Beginn in Jahrgang 6";0;"1";12;2;
"GE";null;null;"L8";"Lateinisch, regulärer Beginn in Jahrgang 8";null;"1";12;3;
"GE";null;null;"LH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Albanisch";null;"1";12;6;
"GE";null;null;"LI";"Grundkurs in Literatur";null;"1";12;7;
"GE";null;null;"LM";"Unterricht in der Herkunftssprache - Albanisch";null;"1";12;8;
"GE";null;null;"LQ";"Lateinisch, außerhalb des regulären Fachunterrichts";0;"1";12;5;
"GE";null;null;"M";"Mathematik";0;"1";13;1;
"GE";null;null;"MH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Mazedonisch";null;"1";13;2;
"GE";null;null;"MM";"Unterricht in der Herkunftssprache - Mazedonisch";null;"1";13;3;
"GE";null;null;"MU";"Musik";null;"1";13;4;
"GE";null;null;"N0";"Niederländisch, regulärer Beginn in der Einführungsphase";0;"1";14;4;
"GE";null;null;"N5";"Niederländisch, regulärer Beginn in Jahrgang 5";null;"1";14;1;
"GE";null;null;"N6";"Niederländisch, regulärer Beginn in Jahrgang 6";0;"1";14;2;
"GE";null;null;"N8";"Niederländisch, regulärer Beginn in Jahrgang 8";null;"1";14;3;
"GE";null;null;"NH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Polnisch";null;"1";14;7;
"GE";null;null;"NM";"Unterricht in der Herkunftssprache - Niederländisch";0;"1";14;6;
"GE";null;null;"NQ";"Niederländisch, außerhalb des regulären Fachunterrichts";0;"1";14;5;
"GE";null;null;"NW";"Naturwissenschaften (Integration: Physik, Chemie, Biologie)";null;"1";14;8;
"GE";null;null;"O0";"Portugiesisch, regulärer Beginn in der Einführungsphase";0;"1";15;4;
"GE";null;null;"O5";"Portugiesisch, regulärer Beginn in Jahrgang 5";0;"1";15;1;
"GE";null;null;"O6";"Portugiesisch, regulärer Beginn in Jahrgang 6";0;"1";15;2;
"GE";null;null;"O8";"Portugiesisch, regulärer Beginn in Jahrgang 8";0;"1";15;3;
"GE";null;null;"OH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Portugiesisch";null;"1";15;6;
"GE";null;null;"OM";"Unterricht in der Herkunftssprache - Portugiesisch";null;"1";15;7;
"GE";null;null;"OQ";"Portugiesisch, außerhalb des regulären Fachunterrichts";0;"1";15;5;
"GE";null;null;"OR";"Orthodoxe Religionslehre";null;"1";15;8;
"GE";null;null;"PA";"Erziehungswissenschaft (nur SII)";null;"1";16;2;
"GE";null;null;"PH";"Physik";null;"1";16;3;
"GE";null;null;"PK";"Politik (nur SI)";null;"1";16;4;
"GE";null;null;"PL";"Philosophie (nur SII)";null;"1";16;5;
"GE";null;null;"PM";"Unterricht in der Herkunftssprache - Polnisch";null;"1";16;6;
"GE";null;null;"PP";"Praktische Philosophie";null;"1";16;7;
"GE";null;null;"PS";"Psychologie (nur SII)";null;"1";16;8;
"GE";null;null;"QH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Farsi";0;"1";17;1;
"GE";null;null;"QM";"Unterricht in der Herkunftssprache - Farsi";0;"1";17;2;
"GE";null;null;"R0";"Russisch, regulärer Beginn in der Einführungsphase";0;"1";18;4;
"GE";null;null;"R5";"Russisch, regulärer Beginn in Jahrgang 5";null;"1";18;1;
"GE";null;null;"R6";"Russisch, regulärer Beginn in Jahrgang 6";0;"1";18;2;
"GE";null;null;"R8";"Russisch, regulärer Beginn in Jahrgang 8";null;"1";18;3;
"GE";null;null;"RH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Arabisch";null;"1";18;6;
"GE";null;null;"RK";"Recht (nur SII)/Rechtskundlicher Unterricht (nur SI)";null;"1";18;7;
"GE";null;null;"RM";"Unterricht in der Herkunftssprache - Russisch";null;"1";18;8;
"GE";null;null;"RQ";"Russisch, außerhalb des regulären Fachunterrichts";0;"1";18;5;
"GE";null;null;"S0";"Spanisch, regulärer Beginn in der Einführungsphase";0;"1";19;4;
"GE";null;null;"S3";"Sport für Jungen";null;"1";19;10;
"GE";null;null;"S4";"Sport für Mädchen";null;"1";19;11;
"GE";null;null;"S5";"Spanisch, regulärer Beginn in Jahrgang 5";null;"1";19;1;
"GE";null;null;"S6";"Spanisch, regulärer Beginn in Jahrgang 6";0;"1";19;2;
"GE";null;null;"S8";"Spanisch, regulärer Beginn in Jahrgang 8";null;"1";19;3;
"GE";null;null;"SG";"sonderpädag. Förderung für Schüler/-innen mit sonderpädag. Förderbedarf";0;"1";19;6;
"GE";null;null;"SH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Spanisch";null;"1";19;7;
"GE";null;null;"SM";"Unterricht in der Herkunftssprache - Spanisch";null;"1";19;8;
"GE";null;null;"SP";"Sport";null;"1";19;9;
"GE";null;null;"SQ";"Spanisch, außerhalb des regulären Fachunterrichts";0;"1";19;5;
"GE";null;null;"SR";"sonstige Sprachen";null;"1";19;12;
"GE";null;null;"SW";"Sozialwissenschaften (nur SII)";null;"1";19;13;
"GE";null;null;"SZ";"Sozialwissenschaften/Wirtschaft (nur SII)";0;"1";19;14;
"GE";null;null;"T0";"Türkisch, regulärer Beginn in der Einführungsphase";0;"1";20;4;
"GE";null;null;"T5";"Türkisch, regulärer Beginn in Jahrgang 5";null;"1";20;1;
"GE";null;null;"T6";"Türkisch, regulärer Beginn in Jahrgang 6";0;"1";20;2;
"GE";null;null;"T8";"Türkisch, regulärer Beginn in Jahrgang 8";null;"1";20;3;
"GE";null;null;"TC";"Technik (nur SII)";null;"1";20;6;
"GE";null;null;"TH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch";null;"1";20;7;
"GE";null;null;"TM";"Unterricht in der Herkunftssprache - Türkisch";null;"1";20;8;
"GE";null;null;"TQ";"Türkisch, außerhalb des regulären Fachunterrichts";0;"1";20;5;
"GE";null;null;"TX";"Textilgestaltung";null;"1";20;9;
"GE";null;null;"UH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch";null;"1";21;2;
"GE";null;null;"UM";"Unterricht in der Herkunftssprache - Rumänisch";0;"1";21;3;
"GE";null;null;"UW";"Unterweisung";null;"1";21;4;
"GE";null;null;"VF";"Fächer im genehmigten Schulversuch und sonstige Fächer";0;"1";22;1;
"GE";null;null;"VH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch";0;"1";22;2;
"GE";null;null;"VM";"Unterricht in der Herkunftssprache - Bulgarisch";0;"1";22;3;
"GE";null;null;"VO";"vokalpraktischer Grundkurs";0;"1";22;4;
"GE";null;null;"WP";"Wirtschaft-Politik (nur SI)";0;"1";23;2;
"GE";null;null;"WW";"Wirtschaftslehre (nur SI)";0;"1";23;3;
"GE";null;null;"XH";"Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache";0;"1";24;1;
"GE";null;null;"XM";"Unterricht in der Herkunftssprache - sonstige Sprache";0;"1";24;2;
"GE";null;null;"YH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch";0;"1";25;2;
"GE";null;null;"YM";"Unterricht in der Herkunftssprache - Koreanisch";0;"1";25;3;
"GE";null;null;"YR";"orthodoxe Religionslehre (Syrisch)";0;"1";25;1;
"GE";null;null;"Z0";"Neugriechisch, regulärer Beginn in der Einführungsphase";0;"1";26;4;
"GE";null;null;"Z5";"Neugriechisch, regulärer Beginn in Jahrgang 5";0;"1";26;1;
"GE";null;null;"Z6";"Neugriechisch, regulärer Beginn in Jahrgang 6";0;"1";26;2;
"GE";null;null;"Z8";"Neugriechisch, regulärer Beginn in Jahrgang 8";0;"1";26;3;
"GE";null;null;"ZH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen";0;"1";26;6;
"GE";null;null;"ZM";"Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza)";0;"1";26;7;
"GE";null;null;"ZQ";"Neugriechisch, außerhalb des regulären Fachunterrichts";0;"1";26;5;
"GE";null;null;null;"Kein Eintrag";0;"2";0;0;
"GE";null;null;"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";0;"2";3;4;
"GE";null;null;"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";0;"2";3;1;
"GE";null;null;"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";0;"2";3;2;
"GE";null;null;"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";0;"2";3;3;
"GE";null;null;"F0";"Französisch, regulärer Beginn in der Einführungsphase";0;"2";6;4;
"GE";null;null;"F5";"Französisch, regulärer Beginn in Jahrgang 5";0;"2";6;1;
"GE";null;null;"F6";"Französisch, regulärer Beginn in Jahrgang 6";0;"2";6;2;
"GE";null;null;"F8";"Französisch, regulärer Beginn in Jahrgang 8";0;"2";6;3;
"GE";null;null;"G0";"Altgriechisch, regulärer Beginn in der Einführungsphase";0;"2";7;4;
"GE";null;null;"G5";"Altgriechisch, regulärer Beginn in Jahrgang 5";0;"2";7;1;
"GE";null;null;"G6";"Altgriechisch, regulärer Beginn in Jahrgang 6";0;"2";7;2;
"GE";null;null;"G8";"Altgriechisch, regulärer Beginn in Jahrgang 8";0;"2";7;3;
"GE";null;null;"H0";"Hebräisch, regulärer Beginn in der Einführungsphase";0;"2";8;0;
"GE";null;null;"H5";"Hebräisch, regulärer Beginn in Jahrgang 5";0;"2";8;4;
"GE";null;null;"H6";"Hebräisch, regulärer Beginn in Jahrgang 6";0;"2";8;2;
"GE";null;null;"H8";"Hebräisch, regulärer Beginn in Jahrgang 8";0;"2";8;3;
"GE";null;null;"I0";"Italienisch,  regulärer Beginn in der Einführungsphase";0;"2";9;4;
"GE";null;null;"I5";"Italienisch, regulärer Beginn in Jahrgang 5";0;"2";9;1;
"GE";null;null;"I6";"Italienisch, regulärer Beginn in Jahrgang 6";0;"2";9;2;
